,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
2197,Смартфон Galaxy A13 3 32Gb,116076592,11,14617,13009,Samsung,5772,5,4,https://www.wildberries.ru/catalog/116076592/detail.aspx?targetUrl=BP
2198,Смартфон Y21 4 64ГБ бриллиантовое сияние,96701921,0,10190,10190,VIVO,33526,0,0,https://www.wildberries.ru/catalog/96701921/detail.aspx?targetUrl=BP
2199,Смартфон 3.4 TA-1283 DS 3 64 ГБ,106107098,0,10990,10990,Nokia,16111,0,0,https://www.wildberries.ru/catalog/106107098/detail.aspx?targetUrl=BP
2200,Смартфон Y21 4 64 ГБ синий металлик,96698076,0,9890,9890,VIVO,33526,1,5,https://www.wildberries.ru/catalog/96698076/detail.aspx?targetUrl=BP
2201,Смартфон Redmi 6 сенсорный мобильный телефон,138154477,3,11031,10700,Xiaomi,19467,3,5,https://www.wildberries.ru/catalog/138154477/detail.aspx?targetUrl=BP
2202,Смартфон Black Shark 5 8+128GB Mirror Black,136812881,5,45990,43690,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/136812881/detail.aspx?targetUrl=BP
2203,Смартфон XR20 6 128 ГБ TA-1362,122012349,0,42990,42990,Nokia,16111,1,1,https://www.wildberries.ru/catalog/122012349/detail.aspx?targetUrl=BP
2204,Смартфон Galaxy A73 6 128Гб (SM-A736B DS),136879897,0,36790,36790,Samsung,5772,0,0,https://www.wildberries.ru/catalog/136879897/detail.aspx?targetUrl=BP
2205,"Смартфон M4 Pro 6.43""FHD+ 6 128ГБ NFC Ростест черный",140476216,20,23990,19192,POCO,132943,0,0,https://www.wildberries.ru/catalog/140476216/detail.aspx?targetUrl=BP
2206,Смартфон Redmi Note 11 6Gb 128Gb Global,140626451,5,19990,18990,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/140626451/detail.aspx?targetUrl=BP
2207,Смартфон Note 10 Pro 128GB,140529231,0,18690,18690,Infinix,252622,0,0,https://www.wildberries.ru/catalog/140529231/detail.aspx?targetUrl=BP
2208,Смартфон M5s 6GB+128GB,138701208,0,17810,17810,POCO,132943,0,0,https://www.wildberries.ru/catalog/138701208/detail.aspx?targetUrl=BP
2209,Смартфон Redmi Note 11 4Гб 64Гб,90450411,11,19990,17791,Xiaomi,19467,1,4,https://www.wildberries.ru/catalog/90450411/detail.aspx?targetUrl=BP
2210,Смартфон Redmi 10C 4 128 ГБ,118076725,0,28996,28996,Xiaomi,19467,5,5,https://www.wildberries.ru/catalog/118076725/detail.aspx?targetUrl=BP
2211,"Смартфон C30, 4 64 Gb",96484344,0,7990,7990,Realme,48914,1,5,https://www.wildberries.ru/catalog/96484344/detail.aspx?targetUrl=BP
2212,"Iphone 8 64 gb ""Как новый""",103677171,35,33000,21450,"Apple Iphone ""Как новый""",32131262,3,5,https://www.wildberries.ru/catalog/103677171/detail.aspx?targetUrl=BP
2213,Смартфон M5 L19C 4 64 6.58 FHD+ MTK G99,106196915,16,14990,12591,POCO,132943,3,5,https://www.wildberries.ru/catalog/106196915/detail.aspx?targetUrl=BP
2214,Cмартфон A25,97124617,22,4490,3502,ITEL,23234,0,0,https://www.wildberries.ru/catalog/97124617/detail.aspx?targetUrl=BP
2215,"Apple iphone X 256 ""Resale""",104038815,30,45000,31500,Apple iphone x256gb,34110296,1,1,https://www.wildberries.ru/catalog/104038815/detail.aspx?targetUrl=BP
2216,Смартфон A33 6 ГБ 128 ГБ,113007573,0,24700,24700,Samsung,5772,2,5,https://www.wildberries.ru/catalog/113007573/detail.aspx?targetUrl=BP
2217,Смартфон Redmi 10 2022 4GB+128GB,103227852,0,19750,19750,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/103227852/detail.aspx?targetUrl=BP
2218,Смартфон Nova Y90 4 128 GB,123907736,11,17277,15376,Huawei,6667,0,0,https://www.wildberries.ru/catalog/123907736/detail.aspx?targetUrl=BP
2219,Смартфон C25S 4.128GB,39054458,0,14990,14990,Realme,48914,6,5,https://www.wildberries.ru/catalog/39054458/detail.aspx?targetUrl=BP
2220,Смартфон Redmi 6 сенсорный мобильный телефон,138154906,3,11031,10700,Xiaomi,19467,3,5,https://www.wildberries.ru/catalog/138154906/detail.aspx?targetUrl=BP
2221,"""Как новый"" Iphone 7 128 gb",104456872,0,19990,19990,Apple Iphone 7 128,36340970,8,4,https://www.wildberries.ru/catalog/104456872/detail.aspx?targetUrl=BP
2222,Смартфон Телефон Игровой телефон Pro ХИТ,124455656,15,10200,8670,TECNO,23233,0,0,https://www.wildberries.ru/catalog/124455656/detail.aspx?targetUrl=BP
2223,Смартфон P30 Lite сенсорный мобильный телефон,134128925,30,26429,18500,Huawei,6667,1,2,https://www.wildberries.ru/catalog/134128925/detail.aspx?targetUrl=BP
2224,Смартфон Galaxy A13 64 ГБ,99870985,5,15990,15190,Samsung,5772,2,4,https://www.wildberries.ru/catalog/99870985/detail.aspx?targetUrl=BP
2225,Смартфон Pop 6 Pro 2 32GB Черный,123353375,11,6278,5587,TECNO,23233,2,5,https://www.wildberries.ru/catalog/123353375/detail.aspx?targetUrl=BP
2226,Смартфон,79574141,11,4722,4202,ITEL,23234,1,5,https://www.wildberries.ru/catalog/79574141/detail.aspx?targetUrl=BP
2227,Смартфон Huawei Nova Y70 4 128 GB,115891077,11,15149,13482,HUAWEI.,688172,0,0,https://www.wildberries.ru/catalog/115891077/detail.aspx?targetUrl=BP
2228,Смартфон  12X 8Гб 128Гб,90488315,35,79990,51993,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/90488315/detail.aspx?targetUrl=BP
2229,Смартфон Galaxy M23 5G 6 128Gb,100073938,11,25257,22478,Samsung,5772,0,0,https://www.wildberries.ru/catalog/100073938/detail.aspx?targetUrl=BP
2230,Смартфон Reno7 8 128Gb,139208497,0,23999,23999,OPPO,10883,0,0,https://www.wildberries.ru/catalog/139208497/detail.aspx?targetUrl=BP
2231,Смартфон C40 3GB 32GB,97278149,16,11990,10071,POCO,132943,6,4,https://www.wildberries.ru/catalog/97278149/detail.aspx?targetUrl=BP
2232,Смартфон 4 12 256GB Global Version,50825736,11,47614,42376,Black Shark,291465,7,5,https://www.wildberries.ru/catalog/50825736/detail.aspx?targetUrl=BP
2233,СМАРТФОН GALAXY A32 6 128GB,105428841,0,28300,28300,Samsung,5772,8,5,https://www.wildberries.ru/catalog/105428841/detail.aspx?targetUrl=BP
2234,Смартфон 9 5G 4+128 ГБ черный,122031876,0,16990,16990,Realme,48914,1,5,https://www.wildberries.ru/catalog/122031876/detail.aspx?targetUrl=BP
2235,Смартфон C11 2021 4 64 ГБ RU,137004228,20,11904,9523,Realme,48914,1,5,https://www.wildberries.ru/catalog/137004228/detail.aspx?targetUrl=BP
2236,Смартфон  12X 8Гб 128Гб,90488314,35,79990,51993,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/90488314/detail.aspx?targetUrl=BP
2237,Смартфон Galaxy S 10 сенсорный мобильный телефон,140462726,4,28079,26955,Samsung,5772,0,0,https://www.wildberries.ru/catalog/140462726/detail.aspx?targetUrl=BP
2238,Смартфон Xiaomi Note 11 Pro 8GB+128GB,120190627,0,23400,23400,Redmi,50662,14,4,https://www.wildberries.ru/catalog/120190627/detail.aspx?targetUrl=BP
2239,Смартфон C40 4GB 64GB черный,97237443,8,12990,11950,POCO,132943,2,5,https://www.wildberries.ru/catalog/97237443/detail.aspx?targetUrl=BP
2240,Xiaomi Смартфон 9C 6.53 1600x720 3 ГБ 64 ГБ 5000 mAh,120195056,0,10660,10660,Redmi,50662,3,5,https://www.wildberries.ru/catalog/120195056/detail.aspx?targetUrl=BP
2241,Смартфон Pop 6 Pro 2 32 ГБ,138791062,0,4990,4990,TECNO,23233,1,3,https://www.wildberries.ru/catalog/138791062/detail.aspx?targetUrl=BP
2242,Смартфон Redmi Note 7 Pro сенсорный мобильный телефон,140365277,13,14150,12310,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/140365277/detail.aspx?targetUrl=BP
2243,Смартфон Y21 4GB RAM 64GB 13Mpix+2Mpix 8Mpix 5000mAh,139950332,49,19585,9988,VIVO,33526,0,0,https://www.wildberries.ru/catalog/139950332/detail.aspx?targetUrl=BP
2244,Смартфон Vision 3,95161605,33,8990,6023,ITEL,23234,1,5,https://www.wildberries.ru/catalog/95161605/detail.aspx?targetUrl=BP
2245,Смартфон XR20 6 128 ГБ TA-1362,122033480,0,43990,43990,Nokia,16111,1,1,https://www.wildberries.ru/catalog/122033480/detail.aspx?targetUrl=BP
2246,Смартфон 9 6 128GB,116804326,11,24605,21898,Realme,48914,0,0,https://www.wildberries.ru/catalog/116804326/detail.aspx?targetUrl=BP
2247,Смартфон M5s 6GB+128GB,138700915,0,17810,17810,POCO,132943,0,0,https://www.wildberries.ru/catalog/138700915/detail.aspx?targetUrl=BP
2248,Смартфон Xiaomi 10C 64 GB,120084346,0,12350,12350,Redmi,50662,9,5,https://www.wildberries.ru/catalog/120084346/detail.aspx?targetUrl=BP
2249,Vision 3 3.64 ГБ,95155921,30,9990,6993,ITEL,23234,0,0,https://www.wildberries.ru/catalog/95155921/detail.aspx?targetUrl=BP
2250,Смартфон 9 Pro+.6+128,64938196,0,35990,35990,Realme,48914,1,5,https://www.wildberries.ru/catalog/64938196/detail.aspx?targetUrl=BP
2251,Смартфон Redmi Note 11 4Гб 64Гб,90450410,11,19990,17791,Xiaomi,19467,1,4,https://www.wildberries.ru/catalog/90450410/detail.aspx?targetUrl=BP
2252,"Смартфон Y21 4GB RAM 64GB 13Mpix+2Mpix 8Mpix, 5000mAh",139947917,49,19585,9988,VIVO,33526,0,0,https://www.wildberries.ru/catalog/139947917/detail.aspx?targetUrl=BP
2253,Смартфон A25 1 16 ГБ,123823775,0,3490,3490,ITEL,23234,2,5,https://www.wildberries.ru/catalog/123823775/detail.aspx?targetUrl=BP
2254,"Смартфон Galaxy A73 6.7"" 2400x1080 Super AMOLED Plus Snapdra…",120420979,0,38350,38350,Samsung,5772,3,4,https://www.wildberries.ru/catalog/120420979/detail.aspx?targetUrl=BP
2255,Смартфон,45634971,11,24605,21898,Redmi,50662,0,0,https://www.wildberries.ru/catalog/45634971/detail.aspx?targetUrl=BP
2256,Смартфон Blade A51 3 64Gb,134392634,0,8490,8490,ZTE,5780,0,0,https://www.wildberries.ru/catalog/134392634/detail.aspx?targetUrl=BP
2257,Смартфон Hot 12i X665B 64Gb 4Gb черный,138225776,33,12421,8322,Infinix,252622,0,0,https://www.wildberries.ru/catalog/138225776/detail.aspx?targetUrl=BP
2258,Смартфон A49 4000mAh,81798982,23,6490,4997,ITEL,23234,1,5,https://www.wildberries.ru/catalog/81798982/detail.aspx?targetUrl=BP
2259,Xperia Z5 (E6653),123404707,0,14960,14960,Sony,6013,1,2,https://www.wildberries.ru/catalog/123404707/detail.aspx?targetUrl=BP
2260,Смартфон Redmi 10 2022 4GB+128GB,103229797,10,19750,17775,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/103229797/detail.aspx?targetUrl=BP
2261,Смартфон M5 L19C 4 64 6.58 FHD+ MTK G99,106196909,16,14990,12591,POCO,132943,3,5,https://www.wildberries.ru/catalog/106196909/detail.aspx?targetUrl=BP
2262,Смартфон Vision 3,95156756,33,8990,6023,ITEL,23234,0,0,https://www.wildberries.ru/catalog/95156756/detail.aspx?targetUrl=BP
2263,"Смартфон Galaxy S21 FE 8 256 GB, серый",104534673,18,64990,53291,Samsung,5772,0,0,https://www.wildberries.ru/catalog/104534673/detail.aspx?targetUrl=BP
2264,Смартфон 9 5G 4 128 ГБ,123850633,0,16990,16990,Realme,48914,0,0,https://www.wildberries.ru/catalog/123850633/detail.aspx?targetUrl=BP
2265,Galaxy А52 256Gb фиолетовый SM-A525F,115936434,0,33990,33990,Samsung,5772,2,5,https://www.wildberries.ru/catalog/115936434/detail.aspx?targetUrl=BP
2266,Смартфон Redmi Note 114Гб 128Гб,90449853,8,20990,19310,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/90449853/detail.aspx?targetUrl=BP
2267,Смартфон CAMON 19 6 128 ГБ,138799704,0,14990,14990,TECNO,23233,0,0,https://www.wildberries.ru/catalog/138799704/detail.aspx?targetUrl=BP
2268,Смартфон Redmi A1+ 2GB+32GB синий,129482949,21,8490,6707,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/129482949/detail.aspx?targetUrl=BP
2269,Смартфон Galaxy S21 FE 6 128Гб (SM-G990B),136879957,0,46990,46990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/136879957/detail.aspx?targetUrl=BP
2270,Смартфон M4 PRO 8GB 256GB,120308912,0,22100,22100,POCO,132943,5,4,https://www.wildberries.ru/catalog/120308912/detail.aspx?targetUrl=BP
2271,Смартфон Note 11S 8GB 128GB,135675127,0,21815,21815,Redmi,50662,1,5,https://www.wildberries.ru/catalog/135675127/detail.aspx?targetUrl=BP
2272,Смартфон Note 11 pro 8 128Gb,128575690,30,21347,14942,Infinix,252622,0,0,https://www.wildberries.ru/catalog/128575690/detail.aspx?targetUrl=BP
2273,Смартфон 10C 3GB 64GB зелёный,94669605,21,15990,12632,Redmi,50662,9,4,https://www.wildberries.ru/catalog/94669605/detail.aspx?targetUrl=BP
2274,Xiaomi Смартфон 10A 4G 128G,120276164,0,12025,12025,Redmi,50662,0,0,https://www.wildberries.ru/catalog/120276164/detail.aspx?targetUrl=BP
2275,"Смартфон 5031G синий,черный",137875410,0,6490,6490,Alcatel,5789,0,0,https://www.wildberries.ru/catalog/137875410/detail.aspx?targetUrl=BP
2276,"Смартфон Galaxy S21 FE 6 128 GB, серый",104529389,20,59990,47992,Samsung,5772,2,5,https://www.wildberries.ru/catalog/104529389/detail.aspx?targetUrl=BP
2277,"Смартфон Galaxy S21 FE 6 128 GB, фиолетовый",104529392,20,59990,47992,Samsung,5772,2,5,https://www.wildberries.ru/catalog/104529392/detail.aspx?targetUrl=BP
2278,Смартфон C40 4 64Gb Желтый RU,134130097,11,11810,10510,POCO,132943,0,0,https://www.wildberries.ru/catalog/134130097/detail.aspx?targetUrl=BP
2279,Смартфон 1S 6025H 32ГБ синий (6025h-2balru12),27985817,29,13367,9490,Alcatel,5789,0,0,https://www.wildberries.ru/catalog/27985817/detail.aspx?targetUrl=BP
2280,Смартфон Xiaomi A1+ 2 32Gb Black,140595152,23,7999,6159,Redmi,50662,0,0,https://www.wildberries.ru/catalog/140595152/detail.aspx?targetUrl=BP
2281,"Iphone 8 64 gb ""Как новый""",103677173,35,33000,21450,"Apple Iphone ""Как новый""",32131262,3,5,https://www.wildberries.ru/catalog/103677173/detail.aspx?targetUrl=BP
2282,Xiaomi Смартфон note 11 6.43 дюйм 2400 x 1080 AMOLED 128 ГБ…,112654903,0,17550,17550,Redmi,50662,2,4,https://www.wildberries.ru/catalog/112654903/detail.aspx?targetUrl=BP
2283,Смартфон С30 2 32 ГБ,109059597,15,7990,6791,Realme,48914,0,0,https://www.wildberries.ru/catalog/109059597/detail.aspx?targetUrl=BP
2284,Galaxy Ace GT-S5830i Black,106101908,0,2990,2990,Samsung,5772,6,4,https://www.wildberries.ru/catalog/106101908/detail.aspx?targetUrl=BP
2285,Смартфон Galaxy A73 128Gb серый (SM-A736B DS),115936387,0,37990,37990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/115936387/detail.aspx?targetUrl=BP
2286,"Смартфон S42 H + 5,5"" 1440х720 IPS IP68",44472182,0,21990,21990,CAT,31353,2,3,https://www.wildberries.ru/catalog/44472182/detail.aspx?targetUrl=BP
2287,Смартфон POCO M4 Pro 6GB 128GB,137352276,10,22400,20160,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/137352276/detail.aspx?targetUrl=BP
2288,Смартфон Cool S 4 128 ГБ,102341816,0,12490,12490,Coolpad,1279813,0,0,https://www.wildberries.ru/catalog/102341816/detail.aspx?targetUrl=BP
2289,Смартфон Redmi 9A 2GB 32GB синий,91189121,13,8990,7821,Xiaomi,19467,5,5,https://www.wildberries.ru/catalog/91189121/detail.aspx?targetUrl=BP
2290,Смартфон,79574140,11,4722,4202,ITEL,23234,1,5,https://www.wildberries.ru/catalog/79574140/detail.aspx?targetUrl=BP
2291,Note 11 Pro 8+128GB,129222164,0,23290,23290,Redmi,50662,4,5,https://www.wildberries.ru/catalog/129222164/detail.aspx?targetUrl=BP
2292,СМАРТФОН GALAXY A23 128GB,113015599,0,18850,18850,Samsung,5772,0,0,https://www.wildberries.ru/catalog/113015599/detail.aspx?targetUrl=BP
2293,Redmi Note 11 4 128 Gb,136632592,16,21999,18479,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/136632592/detail.aspx?targetUrl=BP
2294,Смартфон 9 5G 4+128 ГБ белый,122028576,0,16990,16990,Realme,48914,0,0,https://www.wildberries.ru/catalog/122028576/detail.aspx?targetUrl=BP
2295,"""Как новый"" гб",104974261,9,36000,32760,Apple Iphone Xr 64,40358910,0,0,https://www.wildberries.ru/catalog/104974261/detail.aspx?targetUrl=BP
2296,Смартфон Xiaomi 10C 4 128GB,105295839,0,13793,13793,Redmi,50662,3,5,https://www.wildberries.ru/catalog/105295839/detail.aspx?targetUrl=BP
2297,Смартфон Hot 12i X665B 64Gb 4Gb зеленый,138227743,33,12421,8322,Infinix,252622,0,0,https://www.wildberries.ru/catalog/138227743/detail.aspx?targetUrl=BP
2298,Смартфон C40 3 32Gb RU,137315243,11,9177,8167,POCO,132943,0,0,https://www.wildberries.ru/catalog/137315243/detail.aspx?targetUrl=BP
2299,Смартфон Vision 3,95156952,33,8990,6023,ITEL,23234,2,5,https://www.wildberries.ru/catalog/95156952/detail.aspx?targetUrl=BP
2300,Смартфон M4 PRO 8GB 256GB,120308910,0,22100,22100,POCO,132943,5,4,https://www.wildberries.ru/catalog/120308910/detail.aspx?targetUrl=BP
2301,Смартфон Redmi 9C 3 64ГБ NFC,98888722,0,13850,13850,Xiaomi,19467,1,5,https://www.wildberries.ru/catalog/98888722/detail.aspx?targetUrl=BP
2302,Смартфон Camon 19 NEO 6 128Gb,116818635,11,15548,13837,TECNO,23233,1,5,https://www.wildberries.ru/catalog/116818635/detail.aspx?targetUrl=BP
2303,Смартфон Hot 12 4 128Gb,100214690,0,12090,12090,Infinix,252622,1,5,https://www.wildberries.ru/catalog/100214690/detail.aspx?targetUrl=BP
2304,"Смартфон С30 2 32b 6.5"" 1600x720",100074542,24,8990,6832,Realme,48914,2,5,https://www.wildberries.ru/catalog/100074542/detail.aspx?targetUrl=BP
2305,Ссмартфон N7 Air 2GB+16GB,84352124,0,5880,5880,Coolpad,1279813,1,4,https://www.wildberries.ru/catalog/84352124/detail.aspx?targetUrl=BP
2306,Смартфон Phone 1 8+256 ГБ чёрный,135926008,0,49157,49157,Nothing,263232,0,0,https://www.wildberries.ru/catalog/135926008/detail.aspx?targetUrl=BP
2307,Смартфон Camon 19 Pro 8 128 ГБ,102687956,0,17990,17990,TECNO,23233,2,5,https://www.wildberries.ru/catalog/102687956/detail.aspx?targetUrl=BP
2308,Смартфон Xiaomi 10C 4 128GB,112637844,0,13650,13650,Redmi,50662,0,0,https://www.wildberries.ru/catalog/112637844/detail.aspx?targetUrl=BP
2309,Смартфон Galaxy A13 3 32Gb,116076551,11,14497,12902,Samsung,5772,5,4,https://www.wildberries.ru/catalog/116076551/detail.aspx?targetUrl=BP
2310,Смартфон C40 3 32Gb Желтый RU,134128184,11,9643,8582,POCO,132943,0,0,https://www.wildberries.ru/catalog/134128184/detail.aspx?targetUrl=BP
2311,Смартфон,79831410,11,6850,6096,TECNO,23233,2,5,https://www.wildberries.ru/catalog/79831410/detail.aspx?targetUrl=BP
2312,Смартфон X4 Pro 8 GB 256 GB,117514031,0,29250,29250,POCO,132943,8,5,https://www.wildberries.ru/catalog/117514031/detail.aspx?targetUrl=BP
2313,Смартфон X4 Pro 8 GB 256 GB,112132340,0,28340,28340,POCO,132943,8,5,https://www.wildberries.ru/catalog/112132340/detail.aspx?targetUrl=BP
2314,Xiaomi Смартфон C40 3GB 32GB,133792089,0,10400,10400,POCO,132943,1,1,https://www.wildberries.ru/catalog/133792089/detail.aspx?targetUrl=BP
2315,Смартфон Blade A52 4G 64G,134396650,0,9590,9590,ZTE,5780,0,0,https://www.wildberries.ru/catalog/134396650/detail.aspx?targetUrl=BP
2316,Смартфон Телефон Игровой телефон Pro ХИТ,123538533,15,10200,8670,TECNO,23233,0,0,https://www.wildberries.ru/catalog/123538533/detail.aspx?targetUrl=BP
2317,Смартфон 11T Pro 8 128Gb RU,48935028,11,52535,46756,MI,31808,2,5,https://www.wildberries.ru/catalog/48935028/detail.aspx?targetUrl=BP
2318,Смартфон Redmi K30 сенсорный мобильный телефон,134405272,27,32603,23800,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/134405272/detail.aspx?targetUrl=BP
2319,Смартфон M4 PRO 8GB 256GB,120308911,0,22100,22100,POCO,132943,5,4,https://www.wildberries.ru/catalog/120308911/detail.aspx?targetUrl=BP
2320,Смартфон Note 11 4 64GB (NFC) RU,133007893,11,19152,17045,Redmi,50662,0,0,https://www.wildberries.ru/catalog/133007893/detail.aspx?targetUrl=BP
2321,Смартфон Xiaomi 10C 4 128GB,111748504,0,13650,13650,Redmi,50662,3,5,https://www.wildberries.ru/catalog/111748504/detail.aspx?targetUrl=BP
2322,Смартфон Redmi 9A 32Gb,79971520,15,9990,8491,Xiaomi,19467,12,5,https://www.wildberries.ru/catalog/79971520/detail.aspx?targetUrl=BP
2323,Смартфон Xiaomi 9A 2 32GB,111729466,0,7150,7150,Redmi,50662,4,5,https://www.wildberries.ru/catalog/111729466/detail.aspx?targetUrl=BP
2324,Смартфон Blade A31 Plus 2 32Gb,134396784,0,6390,6390,ZTE,5780,0,0,https://www.wildberries.ru/catalog/134396784/detail.aspx?targetUrl=BP
2325,Смартфон 10 Pro 12 256Gb Volcanic Black (Черный) Global Vers…,76802962,11,79335,70608,OnePlus,28380,1,5,https://www.wildberries.ru/catalog/76802962/detail.aspx?targetUrl=BP
2326,Galaxy A5 (2017) SM-A520F DS,106149272,0,20460,20460,Samsung,5772,1,1,https://www.wildberries.ru/catalog/106149272/detail.aspx?targetUrl=BP
2327,Смартфон Redmi K30 сенсорный мобильный телефон,134405271,27,32603,23800,Xiaomi,19467,0,0,https://www.wildberries.ru/catalog/134405271/detail.aspx?targetUrl=BP
2328,Смартфон 9 (6+128) черный,95462972,0,21990,21990,Realme,48914,0,0,https://www.wildberries.ru/catalog/95462972/detail.aspx?targetUrl=BP
2329,Смартфон Redmi 10 4GB+64GB NFC,98874273,30,20500,14350,Xiaomi,19467,1,3,https://www.wildberries.ru/catalog/98874273/detail.aspx?targetUrl=BP
2330,Смартфон HOT 12 Play 4 64GB,106064901,0,10660,10660,Infinix,252622,0,0,https://www.wildberries.ru/catalog/106064901/detail.aspx?targetUrl=BP
2331,Смартфон Galaxy A03S 3 32gb,112940059,0,10595,10595,Samsung,5772,1,5,https://www.wildberries.ru/catalog/112940059/detail.aspx?targetUrl=BP
2332,"Смартфон 5031G синий,черный",137875407,0,6490,6490,Alcatel,5789,0,0,https://www.wildberries.ru/catalog/137875407/detail.aspx?targetUrl=BP
2333,Смартфон Redmi K30 8 256GB CN,104435321,28,29000,20880,Xiaomi,19467,4,5,https://www.wildberries.ru/catalog/104435321/detail.aspx?targetUrl=BP
2334,Смартфон Galaxy A13 4GB 128GB,103361971,10,19990,17991,Samsung,5772,1,4,https://www.wildberries.ru/catalog/103361971/detail.aspx?targetUrl=BP
2335,Смартфон Galaxy A13 4GB 128GB,135590006,10,19990,17991,Samsung,5772,1,4,https://www.wildberries.ru/catalog/135590006/detail.aspx?targetUrl=BP
2336,Galaxy S4 mini LTE-9195,96895747,0,8990,8990,Samsung,5772,2,5,https://www.wildberries.ru/catalog/96895747/detail.aspx?targetUrl=BP
2337,Xiaomi Смартфон 9C 6.53 1600x720 3 ГБ 64 ГБ 5000 mAh,120219875,0,10660,10660,Redmi,50662,3,5,https://www.wildberries.ru/catalog/120219875/detail.aspx?targetUrl=BP
2338,Смартфон Blade A52 4G 64G,134396648,0,9590,9590,ZTE,5780,0,0,https://www.wildberries.ru/catalog/134396648/detail.aspx?targetUrl=BP
2339,Смартфон H2022 4 32 ГБ,137747463,0,7990,7990,IIIF150,221249805,1,5,https://www.wildberries.ru/catalog/137747463/detail.aspx?targetUrl=BP
2340,Смартфон Xiaomi 9A 2 32GB,106074483,0,7150,7150,Redmi,50662,4,5,https://www.wildberries.ru/catalog/106074483/detail.aspx?targetUrl=BP
2341,Смартфон Xiaomi 9A 2 32GB,106073922,0,7150,7150,Redmi,50662,4,5,https://www.wildberries.ru/catalog/106073922/detail.aspx?targetUrl=BP
2342,Смартфон 4 Pro 12 256GB Black (Черный) Global Version,71859421,11,53732,47821,Black Shark,291465,1,5,https://www.wildberries.ru/catalog/71859421/detail.aspx?targetUrl=BP
2343,Смартфон M4 5G 6 128 ГБ NFC,100862572,0,23986,23986,POCO,132943,7,4,https://www.wildberries.ru/catalog/100862572/detail.aspx?targetUrl=BP
2344,Смартфон C25s 4 64GB,55235276,11,15628,13908,Realme,48914,0,0,https://www.wildberries.ru/catalog/55235276/detail.aspx?targetUrl=BP
2345,Смартфон Galaxy A03s 32Gb,103553802,13,13990,12171,Samsung,5772,10,5,https://www.wildberries.ru/catalog/103553802/detail.aspx?targetUrl=BP
2346,Xiaomi Смартфон C40 4GB 64GB,120308857,0,11310,11310,POCO,132943,0,0,https://www.wildberries.ru/catalog/120308857/detail.aspx?targetUrl=BP
2347,"Смартфон C30, 4.64 Gb",96481113,12,8990,7911,Realme,48914,1,5,https://www.wildberries.ru/catalog/96481113/detail.aspx?targetUrl=BP
2348,Смартфон 9A 2GB 32GB серый,94653659,13,8990,7821,Redmi,50662,3,5,https://www.wildberries.ru/catalog/94653659/detail.aspx?targetUrl=BP
2349,iPhone 14 Pro Max 1 Tb (nano-SIM + eSIM),139383691,21,275990,218032,Apple,6049,4,5,https://www.wildberries.ru/catalog/139383691/detail.aspx?targetUrl=BP
2350,iPhone 14 Pro Max 1 Tb (nano-SIM + eSIM),138525347,21,275990,218032,Apple,6049,4,5,https://www.wildberries.ru/catalog/138525347/detail.aspx?targetUrl=BP
2351,IPhone 14 Pro Max Gold 1TB,134662648,15,242644,206247,Apple,6049,0,0,https://www.wildberries.ru/catalog/134662648/detail.aspx?targetUrl=BP
2352,iPhone 14 Pro 1 Tb (nano-SIM + eSIM),138524108,16,233990,196551,Apple,6049,2,5,https://www.wildberries.ru/catalog/138524108/detail.aspx?targetUrl=BP
2353,iPhone 14 Pro 1 Tb (nano-SIM + eSIM),139455215,16,233990,196551,Apple,6049,2,5,https://www.wildberries.ru/catalog/139455215/detail.aspx?targetUrl=BP
2354,iPhone 14 Pro 1 Tb (nano-SIM + eSIM),138524107,16,233990,196551,Apple,6049,2,5,https://www.wildberries.ru/catalog/138524107/detail.aspx?targetUrl=BP
2355,IPhone 14 Pro Gold 1TB,134690126,15,215673,183322,Apple,6049,0,0,https://www.wildberries.ru/catalog/134690126/detail.aspx?targetUrl=BP
2356,IPhone 14 Pro Silver 1TB,134690130,15,215673,183322,Apple,6049,0,0,https://www.wildberries.ru/catalog/134690130/detail.aspx?targetUrl=BP
2357,IPhone 14 Pro Max Silver 512GB,134671283,15,215673,183322,Apple,6049,0,0,https://www.wildberries.ru/catalog/134671283/detail.aspx?targetUrl=BP
2358,IPhone 14 Pro Max Gold 512GB,134671281,15,215673,183322,Apple,6049,0,0,https://www.wildberries.ru/catalog/134671281/detail.aspx?targetUrl=BP
2359,IPhone 14 Pro Space Black 1TB,134690120,15,215673,183322,Apple,6049,0,0,https://www.wildberries.ru/catalog/134690120/detail.aspx?targetUrl=BP
